state,STATE,OCC_TITLE,A_MEAN
NM,New Mexico,Food Cooking Machine Operators and Tenders,26240
NY,New York,Food Cooking Machine Operators and Tenders,28450
NC,North Carolina,Food Cooking Machine Operators and Tenders,23480
ND,North Dakota,Food Cooking Machine Operators and Tenders,25150
OH,Ohio,Food Cooking Machine Operators and Tenders,28530
OK,Oklahoma,Food Cooking Machine Operators and Tenders,27310
OR,Oregon,Food Cooking Machine Operators and Tenders,28100
PA,Pennsylvania,Food Cooking Machine Operators and Tenders,32290
RI,Rhode Island,Food Cooking Machine Operators and Tenders,29090
SC,South Carolina,Food Cooking Machine Operators and Tenders,29880
SD,South Dakota,Food Cooking Machine Operators and Tenders,27850
TN,Tennessee,Food Cooking Machine Operators and Tenders,34070
TX,Texas,Food Cooking Machine Operators and Tenders,26370
UT,Utah,Food Cooking Machine Operators and Tenders,28870
VT,Vermont,Food Cooking Machine Operators and Tenders,27030
VA,Virginia,Food Cooking Machine Operators and Tenders,24700
WA,Washington,Food Cooking Machine Operators and Tenders,31740
WI,Wisconsin,Food Cooking Machine Operators and Tenders,30100
PR,Puerto Rico,Food Cooking Machine Operators and Tenders,18370
AL,Alabama,Food Preparation and Serving Related Occupations,19650
AK,Alaska,Food Preparation and Serving Related Occupations,26200
AZ,Arizona,Food Preparation and Serving Related Occupations,22130
AR,Arkansas,Food Preparation and Serving Related Occupations,18660
CA,California,Food Preparation and Serving Related Occupations,23500
CO,Colorado,Food Preparation and Serving Related Occupations,22590
CT,Connecticut,Food Preparation and Serving Related Occupations,24530
DE,Delaware,Food Preparation and Serving Related Occupations,22600
DC,District of Columbia,Food Preparation and Serving Related Occupations,27940
FL,Florida,Food Preparation and Serving Related Occupations,22500
GA,Georgia,Food Preparation and Serving Related Occupations,19890
HI,Hawaii,Food Preparation and Serving Related Occupations,27670
ID,Idaho,Food Preparation and Serving Related Occupations,19730
IL,Illinois,Food Preparation and Serving Related Occupations,21760
IN,Indiana,Food Preparation and Serving Related Occupations,20240
IA,Iowa,Food Preparation and Serving Related Occupations,19800
KS,Kansas,Food Preparation and Serving Related Occupations,19700
KY,Kentucky,Food Preparation and Serving Related Occupations,19620
LA,Louisiana,Food Preparation and Serving Related Occupations,19900
ME,Maine,Food Preparation and Serving Related Occupations,22130
MD,Maryland,Food Preparation and Serving Related Occupations,22440
MA,Massachusetts,Food Preparation and Serving Related Occupations,25220
MI,Michigan,Food Preparation and Serving Related Occupations,20930
MN,Minnesota,Food Preparation and Serving Related Occupations,20950
MS,Mississippi,Food Preparation and Serving Related Occupations,19310
MO,Missouri,Food Preparation and Serving Related Occupations,20470
MT,Montana,Food Preparation and Serving Related Occupations,21170
NE,Nebraska,Food Preparation and Serving Related Occupations,19920
NV,Nevada,Food Preparation and Serving Related Occupations,25130
NH,New Hampshire,Food Preparation and Serving Related Occupations,22510
NJ,New Jersey,Food Preparation and Serving Related Occupations,24320
NM,New Mexico,Food Preparation and Serving Related Occupations,20710
NY,New York,Food Preparation and Serving Related Occupations,24790
NC,North Carolina,Food Preparation and Serving Related Occupations,20280
ND,North Dakota,Food Preparation and Serving Related Occupations,22390
OH,Ohio,Food Preparation and Serving Related Occupations,20910
OK,Oklahoma,Food Preparation and Serving Related Occupations,19560
OR,Oregon,Food Preparation and Serving Related Occupations,22980
PA,Pennsylvania,Food Preparation and Serving Related Occupations,21510
RI,Rhode Island,Food Preparation and Serving Related Occupations,22920
SC,South Carolina,Food Preparation and Serving Related Occupations,19990
SD,South Dakota,Food Preparation and Serving Related Occupations,19580
TN,Tennessee,Food Preparation and Serving Related Occupations,19660
TX,Texas,Food Preparation and Serving Related Occupations,20880
UT,Utah,Food Preparation and Serving Related Occupations,21140
VT,Vermont,Food Preparation and Serving Related Occupations,26290
VA,Virginia,Food Preparation and Serving Related Occupations,22410
WA,Washington,Food Preparation and Serving Related Occupations,25780
WV,West Virginia,Food Preparation and Serving Related Occupations,19520
WI,Wisconsin,Food Preparation and Serving Related Occupations,20260
WY,Wyoming,Food Preparation and Serving Related Occupations,21110
GU,Guam,Food Preparation and Serving Related Occupations,18270
PR,Puerto Rico,Food Preparation and Serving Related Occupations,18020
VI,Virgin Islands,Food Preparation and Serving Related Occupations,22320
AL,Alabama,"Food Preparation and Serving Related Workers, All Other",19490
AK,Alaska,"Food Preparation and Serving Related Workers, All Other",28180
AZ,Arizona,"Food Preparation and Serving Related Workers, All Other",20880
CA,California,"Food Preparation and Serving Related Workers, All Other",24370
CO,Colorado,"Food Preparation and Serving Related Workers, All Other",21650
CT,Connecticut,"Food Preparation and Serving Related Workers, All Other",23620
DE,Delaware,"Food Preparation and Serving Related Workers, All Other",24900
DC,District of Columbia,"Food Preparation and Serving Related Workers, All Other",22510
FL,Florida,"Food Preparation and Serving Related Workers, All Other",26080
GA,Georgia,"Food Preparation and Serving Related Workers, All Other",18280
HI,Hawaii,"Food Preparation and Serving Related Workers, All Other",27570
ID,Idaho,"Food Preparation and Serving Related Workers, All Other",19800
IL,Illinois,"Food Preparation and Serving Related Workers, All Other",23340
IN,Indiana,"Food Preparation and Serving Related Workers, All Other",20270
IA,Iowa,"Food Preparation and Serving Related Workers, All Other",21050
KS,Kansas,"Food Preparation and Serving Related Workers, All Other",23370
KY,Kentucky,"Food Preparation and Serving Related Workers, All Other",21270
LA,Louisiana,"Food Preparation and Serving Related Workers, All Other",18870
MD,Maryland,"Food Preparation and Serving Related Workers, All Other",21960
MA,Massachusetts,"Food Preparation and Serving Related Workers, All Other",33150
MI,Michigan,"Food Preparation and Serving Related Workers, All Other",19210
MN,Minnesota,"Food Preparation and Serving Related Workers, All Other",23970
MS,Mississippi,"Food Preparation and Serving Related Workers, All Other",18020
MO,Missouri,"Food Preparation and Serving Related Workers, All Other",20630
MT,Montana,"Food Preparation and Serving Related Workers, All Other",20480
NE,Nebraska,"Food Preparation and Serving Related Workers, All Other",21270
NV,Nevada,"Food Preparation and Serving Related Workers, All Other",27680
NH,New Hampshire,"Food Preparation and Serving Related Workers, All Other",19700
NJ,New Jersey,"Food Preparation and Serving Related Workers, All Other",25210
NM,New Mexico,"Food Preparation and Serving Related Workers, All Other",20230
NY,New York,"Food Preparation and Serving Related Workers, All Other",24180
NC,North Carolina,"Food Preparation and Serving Related Workers, All Other",18820
ND,North Dakota,"Food Preparation and Serving Related Workers, All Other",20390
OH,Ohio,"Food Preparation and Serving Related Workers, All Other",21640
OK,Oklahoma,"Food Preparation and Serving Related Workers, All Other",17700
OR,Oregon,"Food Preparation and Serving Related Workers, All Other",25540
PA,Pennsylvania,"Food Preparation and Serving Related Workers, All Other",21550
RI,Rhode Island,"Food Preparation and Serving Related Workers, All Other",23060
SC,South Carolina,"Food Preparation and Serving Related Workers, All Other",21540
TN,Tennessee,"Food Preparation and Serving Related Workers, All Other",23670
TX,Texas,"Food Preparation and Serving Related Workers, All Other",19110
UT,Utah,"Food Preparation and Serving Related Workers, All Other",21260
VT,Vermont,"Food Preparation and Serving Related Workers, All Other",22690
VA,Virginia,"Food Preparation and Serving Related Workers, All Other",21770
WA,Washington,"Food Preparation and Serving Related Workers, All Other",23710
WV,West Virginia,"Food Preparation and Serving Related Workers, All Other",17860
WI,Wisconsin,"Food Preparation and Serving Related Workers, All Other",20350
PR,Puerto Rico,"Food Preparation and Serving Related Workers, All Other",18040
AL,Alabama,Food Preparation Workers,18810
AK,Alaska,Food Preparation Workers,25780
AZ,Arizona,Food Preparation Workers,21020
AR,Arkansas,Food Preparation Workers,18190
CA,California,Food Preparation Workers,21590
CO,Colorado,Food Preparation Workers,22790
CT,Connecticut,Food Preparation Workers,24070
DE,Delaware,Food Preparation Workers,21110
DC,District of Columbia,Food Preparation Workers,23720
FL,Florida,Food Preparation Workers,21610
GA,Georgia,Food Preparation Workers,20250
HI,Hawaii,Food Preparation Workers,23910
ID,Idaho,Food Preparation Workers,19320
IL,Illinois,Food Preparation Workers,20720
IN,Indiana,Food Preparation Workers,19550
IA,Iowa,Food Preparation Workers,19730
KS,Kansas,Food Preparation Workers,18990
KY,Kentucky,Food Preparation Workers,20260
LA,Louisiana,Food Preparation Workers,17760
ME,Maine,Food Preparation Workers,22350
MD,Maryland,Food Preparation Workers,22960
MA,Massachusetts,Food Preparation Workers,23740
MI,Michigan,Food Preparation Workers,22250
MN,Minnesota,Food Preparation Workers,23630
MS,Mississippi,Food Preparation Workers,18210
MO,Missouri,Food Preparation Workers,19990
MT,Montana,Food Preparation Workers,20230
NE,Nebraska,Food Preparation Workers,18830
NV,Nevada,Food Preparation Workers,25680
NH,New Hampshire,Food Preparation Workers,22330
NJ,New Jersey,Food Preparation Workers,22910
NM,New Mexico,Food Preparation Workers,20620
NY,New York,Food Preparation Workers,23850
NC,North Carolina,Food Preparation Workers,20100
ND,North Dakota,Food Preparation Workers,24230
OH,Ohio,Food Preparation Workers,21800
OK,Oklahoma,Food Preparation Workers,19000
OR,Oregon,Food Preparation Workers,22380
PA,Pennsylvania,Food Preparation Workers,21340
RI,Rhode Island,Food Preparation Workers,23360
SC,South Carolina,Food Preparation Workers,19480
SD,South Dakota,Food Preparation Workers,19040
TN,Tennessee,Food Preparation Workers,19220
TX,Texas,Food Preparation Workers,20070
UT,Utah,Food Preparation Workers,19940
VT,Vermont,Food Preparation Workers,23030
VA,Virginia,Food Preparation Workers,20980
WA,Washington,Food Preparation Workers,24100
WV,West Virginia,Food Preparation Workers,19430
WI,Wisconsin,Food Preparation Workers,20280
WY,Wyoming,Food Preparation Workers,22080
GU,Guam,Food Preparation Workers,17350
PR,Puerto Rico,Food Preparation Workers,18370
VI,Virgin Islands,Food Preparation Workers,20140
AL,Alabama,"Food Processing Workers, All Other",22960
AZ,Arizona,"Food Processing Workers, All Other",24060
AR,Arkansas,"Food Processing Workers, All Other",22950
CA,California,"Food Processing Workers, All Other",25730
CO,Colorado,"Food Processing Workers, All Other",27530
CT,Connecticut,"Food Processing Workers, All Other",23840
DE,Delaware,"Food Processing Workers, All Other",25490
FL,Florida,"Food Processing Workers, All Other",25180
GA,Georgia,"Food Processing Workers, All Other",25040
HI,Hawaii,"Food Processing Workers, All Other",21730
ID,Idaho,"Food Processing Workers, All Other",31830
IL,Illinois,"Food Processing Workers, All Other",25260
IN,Indiana,"Food Processing Workers, All Other",26360
IA,Iowa,"Food Processing Workers, All Other",26710
KS,Kansas,"Food Processing Workers, All Other",28620
KY,Kentucky,"Food Processing Workers, All Other",23390
LA,Louisiana,"Food Processing Workers, All Other",23340
ME,Maine,"Food Processing Workers, All Other",22570
MD,Maryland,"Food Processing Workers, All Other",24120
MA,Massachusetts,"Food Processing Workers, All Other",29380
MI,Michigan,"Food Processing Workers, All Other",27580
MN,Minnesota,"Food Processing Workers, All Other",28310
MS,Mississippi,"Food Processing Workers, All Other",21810
MO,Missouri,"Food Processing Workers, All Other",23370
NE,Nebraska,"Food Processing Workers, All Other",0
NV,Nevada,"Food Processing Workers, All Other",24350
NH,New Hampshire,"Food Processing Workers, All Other",23200
NJ,New Jersey,"Food Processing Workers, All Other",23510
NM,New Mexico,"Food Processing Workers, All Other",22380
NY,New York,"Food Processing Workers, All Other",23860
NC,North Carolina,"Food Processing Workers, All Other",22760
ND,North Dakota,"Food Processing Workers, All Other",29090
OH,Ohio,"Food Processing Workers, All Other",24590
OK,Oklahoma,"Food Processing Workers, All Other",22540
OR,Oregon,"Food Processing Workers, All Other",28620
SC,South Carolina,"Food Processing Workers, All Other",23650
TN,Tennessee,"Food Processing Workers, All Other",24240
TX,Texas,"Food Processing Workers, All Other",22320
UT,Utah,"Food Processing Workers, All Other",24320
VT,Vermont,"Food Processing Workers, All Other",27580
VA,Virginia,"Food Processing Workers, All Other",24580
WA,Washington,"Food Processing Workers, All Other",27530
WI,Wisconsin,"Food Processing Workers, All Other",31380
AZ,Arizona,Food Scientists and Technologists,61780
AR,Arkansas,Food Scientists and Technologists,67150
CA,California,Food Scientists and Technologists,65100
CO,Colorado,Food Scientists and Technologists,73080
CT,Connecticut,Food Scientists and Technologists,47950
DC,District of Columbia,Food Scientists and Technologists,73100
FL,Florida,Food Scientists and Technologists,46570
GA,Georgia,Food Scientists and Technologists,61230
ID,Idaho,Food Scientists and Technologists,56850
IL,Illinois,Food Scientists and Technologists,62740
IN,Indiana,Food Scientists and Technologists,70000
IA,Iowa,Food Scientists and Technologists,63620
KS,Kansas,Food Scientists and Technologists,66900
KY,Kentucky,Food Scientists and Technologists,72710
LA,Louisiana,Food Scientists and Technologists,74660
ME,Maine,Food Scientists and Technologists,0
MD,Maryland,Food Scientists and Technologists,75510
MA,Massachusetts,Food Scientists and Technologists,74540
MI,Michigan,Food Scientists and Technologists,62150
MN,Minnesota,Food Scientists and Technologists,76680
MS,Mississippi,Food Scientists and Technologists,48550
MO,Missouri,Food Scientists and Technologists,69580
NJ,New Jersey,Food Scientists and Technologists,72020
NM,New Mexico,Food Scientists and Technologists,47600
NY,New York,Food Scientists and Technologists,64260
NC,North Carolina,Food Scientists and Technologists,69100
ND,North Dakota,Food Scientists and Technologists,54560
OH,Ohio,Food Scientists and Technologists,59910
OK,Oklahoma,Food Scientists and Technologists,51740
OR,Oregon,Food Scientists and Technologists,63850
PA,Pennsylvania,Food Scientists and Technologists,69570
RI,Rhode Island,Food Scientists and Technologists,65640
SC,South Carolina,Food Scientists and Technologists,53940
SD,South Dakota,Food Scientists and Technologists,55010
TN,Tennessee,Food Scientists and Technologists,63210
TX,Texas,Food Scientists and Technologists,71600
UT,Utah,Food Scientists and Technologists,52390
VT,Vermont,Food Scientists and Technologists,65000
VA,Virginia,Food Scientists and Technologists,47630
WA,Washington,Food Scientists and Technologists,63090
WI,Wisconsin,Food Scientists and Technologists,68560
PR,Puerto Rico,Food Scientists and Technologists,35580
AL,Alabama,"Food Servers, Nonrestaurant",20480
AK,Alaska,"Food Servers, Nonrestaurant",21260
AZ,Arizona,"Food Servers, Nonrestaurant",20890
AR,Arkansas,"Food Servers, Nonrestaurant",17720
CA,California,"Food Servers, Nonrestaurant",27020
CO,Colorado,"Food Servers, Nonrestaurant",22480
CT,Connecticut,"Food Servers, Nonrestaurant",27390
DE,Delaware,"Food Servers, Nonrestaurant",21480
DC,District of Columbia,"Food Servers, Nonrestaurant",31370
FL,Florida,"Food Servers, Nonrestaurant",21140
GA,Georgia,"Food Servers, Nonrestaurant",21060
HI,Hawaii,"Food Servers, Nonrestaurant",25930
ID,Idaho,"Food Servers, Nonrestaurant",19600
IL,Illinois,"Food Servers, Nonrestaurant",21950
IN,Indiana,"Food Servers, Nonrestaurant",19900
IA,Iowa,"Food Servers, Nonrestaurant",20840
KS,Kansas,"Food Servers, Nonrestaurant",18030
KY,Kentucky,"Food Servers, Nonrestaurant",21040
LA,Louisiana,"Food Servers, Nonrestaurant",20750
ME,Maine,"Food Servers, Nonrestaurant",22040
MD,Maryland,"Food Servers, Nonrestaurant",21570
MA,Massachusetts,"Food Servers, Nonrestaurant",23930
MI,Michigan,"Food Servers, Nonrestaurant",22620
MN,Minnesota,"Food Servers, Nonrestaurant",22650
MS,Mississippi,"Food Servers, Nonrestaurant",17850
MO,Missouri,"Food Servers, Nonrestaurant",19670
MT,Montana,"Food Servers, Nonrestaurant",19590
NE,Nebraska,"Food Servers, Nonrestaurant",19110
NV,Nevada,"Food Servers, Nonrestaurant",22590
NH,New Hampshire,"Food Servers, Nonrestaurant",21240
NJ,New Jersey,"Food Servers, Nonrestaurant",23020
NM,New Mexico,"Food Servers, Nonrestaurant",18600
NY,New York,"Food Servers, Nonrestaurant",30660
NC,North Carolina,"Food Servers, Nonrestaurant",19800
ND,North Dakota,"Food Servers, Nonrestaurant",22760
OH,Ohio,"Food Servers, Nonrestaurant",20980
OK,Oklahoma,"Food Servers, Nonrestaurant",19760
OR,Oregon,"Food Servers, Nonrestaurant",23320
PA,Pennsylvania,"Food Servers, Nonrestaurant",20310
RI,Rhode Island,"Food Servers, Nonrestaurant",22370
SC,South Carolina,"Food Servers, Nonrestaurant",19360
SD,South Dakota,"Food Servers, Nonrestaurant",21620
TN,Tennessee,"Food Servers, Nonrestaurant",19690
TX,Texas,"Food Servers, Nonrestaurant",20060
UT,Utah,"Food Servers, Nonrestaurant",20750
VT,Vermont,"Food Servers, Nonrestaurant",26310
VA,Virginia,"Food Servers, Nonrestaurant",20960
WA,Washington,"Food Servers, Nonrestaurant",22880
WV,West Virginia,"Food Servers, Nonrestaurant",20920
WI,Wisconsin,"Food Servers, Nonrestaurant",21020
WY,Wyoming,"Food Servers, Nonrestaurant",22400
GU,Guam,"Food Servers, Nonrestaurant",17980
PR,Puerto Rico,"Food Servers, Nonrestaurant",16920
VI,Virgin Islands,"Food Servers, Nonrestaurant",21430
AL,Alabama,Food Service Managers,60250
AK,Alaska,Food Service Managers,54510
AZ,Arizona,Food Service Managers,56580
AR,Arkansas,Food Service Managers,50130
CA,California,Food Service Managers,52010
CO,Colorado,Food Service Managers,61090
CT,Connecticut,Food Service Managers,53890
DE,Delaware,Food Service Managers,63340
DC,District of Columbia,Food Service Managers,61590
FL,Florida,Food Service Managers,64020
GA,Georgia,Food Service Managers,45580
HI,Hawaii,Food Service Managers,55520
ID,Idaho,Food Service Managers,36590
IL,Illinois,Food Service Managers,52950
IN,Indiana,Food Service Managers,51720
IA,Iowa,Food Service Managers,40580
KS,Kansas,Food Service Managers,46330
KY,Kentucky,Food Service Managers,48440
LA,Louisiana,Food Service Managers,48120
ME,Maine,Food Service Managers,50070
MD,Maryland,Food Service Managers,60480
MA,Massachusetts,Food Service Managers,56140
MI,Michigan,Food Service Managers,50540
MN,Minnesota,Food Service Managers,52000
MS,Mississippi,Food Service Managers,50060
MO,Missouri,Food Service Managers,49360
MT,Montana,Food Service Managers,52050
NE,Nebraska,Food Service Managers,49670
NV,Nevada,Food Service Managers,64390
NH,New Hampshire,Food Service Managers,54090
NJ,New Jersey,Food Service Managers,68720
NM,New Mexico,Food Service Managers,54070
NY,New York,Food Service Managers,69600
NC,North Carolina,Food Service Managers,57370
ND,North Dakota,Food Service Managers,60090
OH,Ohio,Food Service Managers,48700
OK,Oklahoma,Food Service Managers,45220
OR,Oregon,Food Service Managers,48980
PA,Pennsylvania,Food Service Managers,58190
RI,Rhode Island,Food Service Managers,69340
SC,South Carolina,Food Service Managers,46380
SD,South Dakota,Food Service Managers,49980
TN,Tennessee,Food Service Managers,42140
TX,Texas,Food Service Managers,56250
UT,Utah,Food Service Managers,52240
VT,Vermont,Food Service Managers,54720
VA,Virginia,Food Service Managers,67950
WA,Washington,Food Service Managers,53070
WV,West Virginia,Food Service Managers,45440
WI,Wisconsin,Food Service Managers,48620
WY,Wyoming,Food Service Managers,51230
GU,Guam,Food Service Managers,32790
PR,Puerto Rico,Food Service Managers,33960
VI,Virgin Islands,Food Service Managers,44780
AL,Alabama,"Foreign Language and Literature Teachers, Postsecondary",59260
AZ,Arizona,"Foreign Language and Literature Teachers, Postsecondary",63170
AR,Arkansas,"Foreign Language and Literature Teachers, Postsecondary",54110
CA,California,"Foreign Language and Literature Teachers, Postsecondary",87760
CO,Colorado,"Foreign Language and Literature Teachers, Postsecondary",55430
CT,Connecticut,"Foreign Language and Literature Teachers, Postsecondary",84410
DC,District of Columbia,"Foreign Language and Literature Teachers, Postsecondary",64270
FL,Florida,"Foreign Language and Literature Teachers, Postsecondary",72550
GA,Georgia,"Foreign Language and Literature Teachers, Postsecondary",58330
HI,Hawaii,"Foreign Language and Literature Teachers, Postsecondary",58570
ID,Idaho,"Foreign Language and Literature Teachers, Postsecondary",47830
IL,Illinois,"Foreign Language and Literature Teachers, Postsecondary",52710
IN,Indiana,"Foreign Language and Literature Teachers, Postsecondary",62170
IA,Iowa,"Foreign Language and Literature Teachers, Postsecondary",63600
KS,Kansas,"Foreign Language and Literature Teachers, Postsecondary",64170
KY,Kentucky,"Foreign Language and Literature Teachers, Postsecondary",62360
LA,Louisiana,"Foreign Language and Literature Teachers, Postsecondary",0
ME,Maine,"Foreign Language and Literature Teachers, Postsecondary",69840
MD,Maryland,"Foreign Language and Literature Teachers, Postsecondary",62670
MA,Massachusetts,"Foreign Language and Literature Teachers, Postsecondary",73210
MI,Michigan,"Foreign Language and Literature Teachers, Postsecondary",66590
MN,Minnesota,"Foreign Language and Literature Teachers, Postsecondary",72600
MS,Mississippi,"Foreign Language and Literature Teachers, Postsecondary",0
MO,Missouri,"Foreign Language and Literature Teachers, Postsecondary",56730
MT,Montana,"Foreign Language and Literature Teachers, Postsecondary",63970
NE,Nebraska,"Foreign Language and Literature Teachers, Postsecondary",58300
NJ,New Jersey,"Foreign Language and Literature Teachers, Postsecondary",75650
NM,New Mexico,"Foreign Language and Literature Teachers, Postsecondary",67530
NY,New York,"Foreign Language and Literature Teachers, Postsecondary",82860
NC,North Carolina,"Foreign Language and Literature Teachers, Postsecondary",56450
ND,North Dakota,"Foreign Language and Literature Teachers, Postsecondary",62100
OH,Ohio,"Foreign Language and Literature Teachers, Postsecondary",66960
OK,Oklahoma,"Foreign Language and Literature Teachers, Postsecondary",52090
OR,Oregon,"Foreign Language and Literature Teachers, Postsecondary",60770
PA,Pennsylvania,"Foreign Language and Literature Teachers, Postsecondary",73360
RI,Rhode Island,"Foreign Language and Literature Teachers, Postsecondary",75370
SC,South Carolina,"Foreign Language and Literature Teachers, Postsecondary",52790
SD,South Dakota,"Foreign Language and Literature Teachers, Postsecondary",54490
TN,Tennessee,"Foreign Language and Literature Teachers, Postsecondary",54150
TX,Texas,"Foreign Language and Literature Teachers, Postsecondary",58440
UT,Utah,"Foreign Language and Literature Teachers, Postsecondary",71760
VT,Vermont,"Foreign Language and Literature Teachers, Postsecondary",66340
VA,Virginia,"Foreign Language and Literature Teachers, Postsecondary",51420
WA,Washington,"Foreign Language and Literature Teachers, Postsecondary",56490
WV,West Virginia,"Foreign Language and Literature Teachers, Postsecondary",52470
WI,Wisconsin,"Foreign Language and Literature Teachers, Postsecondary",63340
WY,Wyoming,"Foreign Language and Literature Teachers, Postsecondary",49380
PR,Puerto Rico,"Foreign Language and Literature Teachers, Postsecondary",46670
AL,Alabama,Forensic Science Technicians,56580
AZ,Arizona,Forensic Science Technicians,54920
AR,Arkansas,Forensic Science Technicians,40040
CA,California,Forensic Science Technicians,74880
CO,Colorado,Forensic Science Technicians,61790
CT,Connecticut,Forensic Science Technicians,65620
DE,Delaware,Forensic Science Technicians,51290
DC,District of Columbia,Forensic Science Technicians,78090
FL,Florida,Forensic Science Technicians,47180
GA,Georgia,Forensic Science Technicians,46170
HI,Hawaii,Forensic Science Technicians,56720
ID,Idaho,Forensic Science Technicians,48530
IL,Illinois,Forensic Science Technicians,82210
IN,Indiana,Forensic Science Technicians,56900
IA,Iowa,Forensic Science Technicians,63270
KS,Kansas,Forensic Science Technicians,49130
KY,Kentucky,Forensic Science Technicians,40850
LA,Louisiana,Forensic Science Technicians,46360
ME,Maine,Forensic Science Technicians,43920
MD,Maryland,Forensic Science Technicians,65800
MA,Massachusetts,Forensic Science Technicians,69040
MI,Michigan,Forensic Science Technicians,58610
MN,Minnesota,Forensic Science Technicians,53230
MS,Mississippi,Forensic Science Technicians,51810
MO,Missouri,Forensic Science Technicians,48390
MT,Montana,Forensic Science Technicians,58170
NE,Nebraska,Forensic Science Technicians,51870
NV,Nevada,Forensic Science Technicians,70300
NH,New Hampshire,Forensic Science Technicians,64160
NJ,New Jersey,Forensic Science Technicians,56220
NM,New Mexico,Forensic Science Technicians,54100
NY,New York,Forensic Science Technicians,63000
NC,North Carolina,Forensic Science Technicians,45320
OH,Ohio,Forensic Science Technicians,58650
OK,Oklahoma,Forensic Science Technicians,55170
OR,Oregon,Forensic Science Technicians,61220
PA,Pennsylvania,Forensic Science Technicians,49950
SC,South Carolina,Forensic Science Technicians,42580
SD,South Dakota,Forensic Science Technicians,45950
TN,Tennessee,Forensic Science Technicians,51730
TX,Texas,Forensic Science Technicians,47680
UT,Utah,Forensic Science Technicians,47250
VA,Virginia,Forensic Science Technicians,66660
WA,Washington,Forensic Science Technicians,59340
WV,West Virginia,Forensic Science Technicians,42640
WI,Wisconsin,Forensic Science Technicians,55020
WY,Wyoming,Forensic Science Technicians,59480
AL,Alabama,Forest and Conservation Technicians,42190
AK,Alaska,Forest and Conservation Technicians,44820
AZ,Arizona,Forest and Conservation Technicians,36410
AR,Arkansas,Forest and Conservation Technicians,43400
CA,California,Forest and Conservation Technicians,37070
CO,Colorado,Forest and Conservation Technicians,36680
CT,Connecticut,Forest and Conservation Technicians,63720
FL,Florida,Forest and Conservation Technicians,44050
GA,Georgia,Forest and Conservation Technicians,43840
HI,Hawaii,Forest and Conservation Technicians,40740
ID,Idaho,Forest and Conservation Technicians,35840
IL,Illinois,Forest and Conservation Technicians,49750
IN,Indiana,Forest and Conservation Technicians,36900
IA,Iowa,Forest and Conservation Technicians,43230
KS,Kansas,Forest and Conservation Technicians,44380
KY,Kentucky,Forest and Conservation Technicians,36010
ME,Maine,Forest and Conservation Technicians,39450
MD,Maryland,Forest and Conservation Technicians,41800
MA,Massachusetts,Forest and Conservation Technicians,47510
MI,Michigan,Forest and Conservation Technicians,41490
MN,Minnesota,Forest and Conservation Technicians,41280
MS,Mississippi,Forest and Conservation Technicians,42150
MO,Missouri,Forest and Conservation Technicians,40240
MT,Montana,Forest and Conservation Technicians,35350
NE,Nebraska,Forest and Conservation Technicians,37990
NV,Nevada,Forest and Conservation Technicians,37450
NH,New Hampshire,Forest and Conservation Technicians,39010
NJ,New Jersey,Forest and Conservation Technicians,41190
NM,New Mexico,Forest and Conservation Technicians,36530
NY,New York,Forest and Conservation Technicians,47840
NC,North Carolina,Forest and Conservation Technicians,38960
ND,North Dakota,Forest and Conservation Technicians,42040
OH,Ohio,Forest and Conservation Technicians,36640
OK,Oklahoma,Forest and Conservation Technicians,43570
OR,Oregon,Forest and Conservation Technicians,37850
PA,Pennsylvania,Forest and Conservation Technicians,43180
SC,South Carolina,Forest and Conservation Technicians,39380
TN,Tennessee,Forest and Conservation Technicians,38440
TX,Texas,Forest and Conservation Technicians,39920
UT,Utah,Forest and Conservation Technicians,32500
VT,Vermont,Forest and Conservation Technicians,36370
VA,Virginia,Forest and Conservation Technicians,38380
WA,Washington,Forest and Conservation Technicians,37760
WV,West Virginia,Forest and Conservation Technicians,36410
WI,Wisconsin,Forest and Conservation Technicians,39870
WY,Wyoming,Forest and Conservation Technicians,34940
PR,Puerto Rico,Forest and Conservation Technicians,32140
AL,Alabama,Forest and Conservation Workers,36320
CA,California,Forest and Conservation Workers,21280
CO,Colorado,Forest and Conservation Workers,33260
GA,Georgia,Forest and Conservation Workers,29980
IL,Illinois,Forest and Conservation Workers,32790
IA,Iowa,Forest and Conservation Workers,33370
KY,Kentucky,Forest and Conservation Workers,27830
LA,Louisiana,Forest and Conservation Workers,33680
MA,Massachusetts,Forest and Conservation Workers,38240
MS,Mississippi,Forest and Conservation Workers,31720
MO,Missouri,Forest and Conservation Workers,41930
MT,Montana,Forest and Conservation Workers,25810
NE,Nebraska,Forest and Conservation Workers,34650
NV,Nevada,Forest and Conservation Workers,27930
NJ,New Jersey,Forest and Conservation Workers,38560
NM,New Mexico,Forest and Conservation Workers,30570
NY,New York,Forest and Conservation Workers,37950
ND,North Dakota,Forest and Conservation Workers,30870
OH,Ohio,Forest and Conservation Workers,35820
OK,Oklahoma,Forest and Conservation Workers,39680
OR,Oregon,Forest and Conservation Workers,34620
PA,Pennsylvania,Forest and Conservation Workers,45330
SC,South Carolina,Forest and Conservation Workers,31310
SD,South Dakota,Forest and Conservation Workers,27000
TN,Tennessee,Forest and Conservation Workers,26870
TX,Texas,Forest and Conservation Workers,34460
VA,Virginia,Forest and Conservation Workers,40900
WA,Washington,Forest and Conservation Workers,26390
WV,West Virginia,Forest and Conservation Workers,34660
